code,description
DRG//HCFA//308//CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,
MEDICATION//STOP//Heparin Flush (100 units/ml),
MEDICATION//STOP//Fluconazole,
MEDICATION//START//Psyllium Wafer,
MEDICATION//Psyllium Wafer//Administered,
MEDICATION//Magnesium Oxide//Administered,
MEDICATION//Neutra-Phos//Administered,
MEDICATION//Heparin Flush (100 units/ml)//Flushed,
DIAGNOSIS//ICD//9//71536,"Osteoarthrosis, localized, not specified whether primary or secondary, lower leg"
DIAGNOSIS//ICD//9//V8531,"Body Mass Index 31.0-31.9, adult"
DIAGNOSIS//ICD//9//34839,Other encephalopathy
DRG//HCFA//71//NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,
DRG//APR//52//ALTERATION IN CONSCIOUSNESS,
MEDICATION//STOP//Psyllium Wafer,
TRANSFER_TO//admit//Hematology/Oncology,
MEDICATION//START//Citalopram,
MEDICATION//START//Metamucil Fiber Singles,
MEDICATION//STOP//Dexamethasone,
TRANSFER_TO//transfer//Hematology/Oncology,
MEDICATION//START//Dexamethasone,
PROCEDURE//ICD//9//9229,Other radiotherapeutic procedure
MEDICATION//START//Aquaphor Ointment,
LAB//50965//pg/mL,Parathyrin.intact [Mass/volume] in Serum or Plasma
DIAGNOSIS//ICD//9//5921,Calculus of ureter
DIAGNOSIS//ICD//9//3383,Neoplasm related pain (acute) (chronic)
DIAGNOSIS//ICD//9//1541,Malignant neoplasm of rectum
DIAGNOSIS//ICD//9//2753,Disorders of phosphorus metabolism
DIAGNOSIS//ICD//9//V1351,Personal history of pathologic fracture
DIAGNOSIS//ICD//9//V446,Other artificial opening of urinary tract status
DIAGNOSIS//ICD//9//56942,Anal or rectal pain
DIAGNOSIS//ICD//9//2800,Iron deficiency anemia secondary to blood loss (chronic)
DIAGNOSIS//ICD//9//5693,Hemorrhage of rectum and anus
DIAGNOSIS//ICD//9//V8741,Personal history of antineoplastic chemotherapy
DRG//HCFA//375//DIGESTIVE MALIGNANCY W CC,
MEDICATION//STOP//Citalopram,
MEDICATION//STOP//Metamucil Fiber Singles,
MEDICATION//STOP//Aquaphor Ointment,
HOSPITAL_ADMISSION//URGENT//TRANSFER FROM SKILLED NURSING FACILITY,
MEDICATION//START//Neomycin Sulfate,
MEDICATION//START//Erythromycin,
MEDICATION//Neomycin Sulfate//Administered,
MEDICATION//Erythromycin//Administered,
MEDICATION//Heparin Flush (10 units/ml)//Not Flushed,
PROCEDURE//ICD//9//8674,Attachment of pedicle or flap graft to other sites
PROCEDURE//ICD//9//5459,Other lysis of peritoneal adhesions
PROCEDURE//ICD//9//9977,Application or administration of an adhesion barrier substance
PROCEDURE//ICD//9//4562,Other partial resection of small intestine
PROCEDURE//ICD//9//4852,Open abdominoperineal resection of the rectum
PROCEDURE//ICD//9//5369,Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis
MEDICATION//STOP//Neomycin Sulfate,
MEDICATION//STOP//Erythromycin,
MEDICATION//Pregabalin//Administered,
MEDICATION//START//Pregabalin,
TRANSFER_TO//transfer//PACU,
LAB//227468//mg/dL,
MEDICATION//START//Vasopressin,
LAB//228233//UNK,
TRANSFER_TO//transfer//Medical/Surgical Intensive Care Unit (MICU/SICU),
MEDICATION//START//Esmolol,
MEDICATION//STOP//Pregabalin,
MEDICATION//STOP//Esmolol,
INFUSION_START//222315,vasopressin (USP) Injection
SUBJECT_FLUID_OUTPUT//226600//ml,
LAB//50963//pg/mL,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma
LAB//51292//UNK,
LAB//227446//pg/mL,
LAB//228905//UNK,
LAB//228894//UNK,
LAB//228898//UNK,
LAB//228988//UNK,
LAB//228902//UNK,
LAB//229111//UNK,
LAB//228297//UNK,
LAB//228983//UNK,
LAB//229099//UNK,
LAB//229091//UNK,
INFUSION_END//222315,vasopressin (USP) Injection
LAB//229098//UNK,
LAB//229110//UNK,
LAB//229090//UNK,
INFUSION_START//220970,
LAB//225735//UNK,
LAB//227762//UNK,
LAB//227353//UNK,
LAB//226119//UNK,
PROCEDURE//START//224268,Central venous cannula insertion
LAB//228292//UNK,
LAB//228294//UNK,
LAB//228290//UNK,
LAB//228293//UNK,
PROCEDURE//START//228286,Intraosseous cannulation
LAB//227125//UNK,
LAB//227439//UNK,
LAB//227127//UNK,
LAB//225379//UNK,
PROCEDURE//START//225202,Implanted drug delivery system procedure
INFUSION_END//220970,
LAB//229245//UNK,
LAB//229244//UNK,
INFUSION_START//227533,
INFUSION_END//227533,
LAB//224796//UNK,
LAB//224797//UNK,
LAB//51515//#/lpf,Waxy casts [#/area] in Urine sediment by Microscopy low power field
LAB//228560//UNK,
MEDICATION//START//Sodium Bicarbonate,
PROCEDURE//END//228286,Intraosseous cannulation
INFUSION_START//225171,
LAB//225018//UNK,
LAB//228572//UNK,
INFUSION_END//225171,
LAB//50884//mg/dL,Bilirubin.indirect [Mass/volume] in Serum or Plasma
LAB//50883//mg/dL,Bilirubin.direct [Mass/volume] in Serum or Plasma
LAB//225651//mg/dL,
INFUSION_START//225170,
LAB//225217//UNK,
INFUSION_END//225170,
LAB//227360//UNK,
MEDICATION//STOP//Sodium Bicarbonate,
MEDICATION//START//Haloperidol,
INFUSION_START//221824,haloperidol Injection [Haldol]
INFUSION_END//221824,haloperidol Injection [Haldol]
LAB//229079//UNK,
LAB//229293//UNK,
LAB//228702//UNK,
LAB//229292//UNK,
LAB//228710//UNK,
LAB//228700//UNK,
LAB//228689//UNK,
LAB//229288//UNK,
LAB//228692//UNK,
LAB//51104//mg/dL,Urea nitrogen [Mass/volume] in Urine
INFUSION_START//221429,esmolol Injection
INFUSION_END//221429,esmolol Injection
MEDICATION//STOP//Vasopressin,
MEDICATION//STOP//Amiodarone,
MEDICATION//START//Amiodarone,
INFUSION_START//221347,amiodarone Injection
INFUSION_START//228339,amiodarone hydrochloride 1.2 MG/ML Injectable Solution
INFUSION_END//221347,amiodarone Injection
LAB//228497//UNK,
LAB//228577//UNK,
LAB//228530//UNK,
LAB//228498//UNK,
LAB//224917//cm,
LAB//228531//UNK,
LAB//228578//UNK,
INFUSION_END//228339,amiodarone hydrochloride 1.2 MG/ML Injectable Solution
LAB//228697//UNK,
LAB//228712//UNK,
LAB//228719//UNK,
LAB//229319//UNK,
LAB//228600//UNK,
LAB//228601//UNK,
LAB//224910//UNK,
LAB//224959//UNK,
LAB//228602//UNK,
LAB//228595//UNK,
INFUSION_START//221468,diltiazem Injection
INFUSION_END//221468,diltiazem Injection
LAB//228519//UNK,
INFUSION_START//229295,
SUBJECT_FLUID_OUTPUT//227510//ml,
INFUSION_END//229295,
MEDICATION//STOP//Haloperidol,
MEDICATION//START//Lidocaine 1% (For PICC/Midline Insertions),
MEDICATION//STOP//Lidocaine 1% (For PICC/Midline Insertions),
PROCEDURE//END//224268,Central venous cannula insertion
LAB//225750//UNK,
SUBJECT_FLUID_OUTPUT//226582//ml,
LAB//228335//UNK,
LAB//228566//UNK,
LAB//229300//cm,
INFUSION_START//225850,cefazolin Injection
INFUSION_END//225850,cefazolin Injection
PROCEDURE//ICD//9//8628,"Nonexcisional debridement of wound, infection or burn"
LAB//228565//UNK,
PROCEDURE//START//221217,Ultrasonography
PROCEDURE//END//221217,Ultrasonography
SUBJECT_FLUID_OUTPUT//226602//ml,
SUBJECT_FLUID_OUTPUT//226601//ml,
INFUSION_START//225823,
INFUSION_START//226368,
INFUSION_END//226368,
LAB//225747//UNK,
INFUSION_END//225823,
LAB//228506//UNK,
LAB//228549//UNK,
LAB//228743//UNK,
LAB//228723//cm,
LAB//228813//UNK,
LAB//228620//cm,
LAB//228833//UNK,
LAB//228733//UNK,
LAB//228539//UNK,
LAB//228843//UNK,
INFUSION_START//225944,
INFUSION_END//225944,
PROCEDURE//END//225202,Implanted drug delivery system procedure
MEDICATION//Acetaminophen (Liquid)//Administered,
MEDICATION//Ciprofloxacin//Administered,
MEDICATION//CefazoLIN//Administered,
MEDICATION//Acetaminophen (Liquid)//Not Given,
MEDICATION//Miconazole Powder 2%//Administered,
MEDICATION//TraZODone//Administered,
MEDICATION//Lorazepam//Administered,
DIAGNOSIS//ICD//9//99859,Other postoperative infection
DIAGNOSIS//ICD//9//81600,"Closed fracture of phalanx or phalanges of hand, unspecified"
DIAGNOSIS//ICD//9//2930,Delirium due to conditions classified elsewhere
DIAGNOSIS//ICD//9//99832,Disruption of external operation (surgical) wound
DIAGNOSIS//ICD//9//V6441,Laparoscopic surgical procedure converted to open procedure
DIAGNOSIS//ICD//9//2866,Defibrination syndrome
DIAGNOSIS//ICD//9//E887,"Fracture, cause unspecified"
DIAGNOSIS//ICD//9//99809,"Postoperative shock, other"
DIAGNOSIS//ICD//9//V4987,Physical restraints status
DIAGNOSIS//ICD//9//V8533,"Body Mass Index 33.0-33.9, adult"
DIAGNOSIS//ICD//9//2639,Unspecified protein-calorie malnutrition
DIAGNOSIS//ICD//9//0417,Pseudomonas infection in conditions classified elsewhere and of unspecified site
DIAGNOSIS//ICD//9//E8786,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
DIAGNOSIS//ICD//9//99594,Systemic inflammatory response syndrome due to noninfectious process with acute organ dysfunction
DIAGNOSIS//ICD//9//99674,"Other complications due to other vascular device, implant, and graft"
DIAGNOSIS//ICD//9//56089,Other specified intestinal obstruction
DIAGNOSIS//ICD//9//5680,Peritoneal adhesions (postoperative) (postinfection)
DIAGNOSIS//ICD//9//E8499,Accidents occurring in unspecified place
DIAGNOSIS//ICD//9//V153,"Personal history of irradiation, presenting hazards to health"
DIAGNOSIS//ICD//9//E8798,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
DIAGNOSIS//ICD//9//45383,"Acute venous embolism and thrombosis of upper extremity, unspecified"
DIAGNOSIS//ICD//9//55320,"Ventral, unspecified, hernia without mention of obstruction or gangrene"
DRG//HCFA//329//MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,
MEDICATION//START//Escitalopram Oxalate,
MEDICATION//START//Psyllium Powder,
MEDICATION//Psyllium Powder//Not Given,
MEDICATION//Escitalopram Oxalate//Administered,
MEDICATION//Pantoprazole//Administered,
MEDICATION//Zinc Sulfate//Administered,
LAB//51099//mg/mg,
LAB//51098//UNK,
LAB//51102//mg/dL,Protein [Mass/volume] in Urine
LAB//51086//UNK,Immunofixation for Urine
MEDICATION//START//Zinc Sulfate,
MEDICATION//Simethicone//Administered,
MEDICATION//START//Simethicone,
MEDICATION//Diltiazem//Not Given,
MEDICATION//STOP//Zinc Sulfate,
MEDICATION//STOP//Simethicone,
MEDICATION//Pantoprazole//Not Given,
MEDICATION//Psyllium Powder//Administered,
LAB//51105//mg/dL,Urate [Mass/volume] in Urine
LAB//51625//mg/L,Kappa light chains.free [Mass/volume] in Serum
LAB//51627//mg/L,Lambda light chains.free [Mass/volume] in Serum or Plasma
LAB//51626//UNK,Kappa light chains.free/Lambda light chains.free [Mass Ratio] in Serum
MEDICATION//Metoprolol Tartrate//Delayed Administered,
MEDICATION//Diltiazem//Delayed Administered,
MEDICATION//START//Cepastat (Phenol) Lozenge,
PROCEDURE//ICD//10//BT1FYZZ,"Fluoroscopy of Left Kidney, Ureter and Bladder using Other Contrast"
PROCEDURE//ICD//10//5A1945Z,"Respiratory Ventilation, 24-96 Consecutive Hours"
PROCEDURE//ICD//10//0TP98DZ,"Removal of Intraluminal Device from Ureter, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//BT1DYZZ,"Fluoroscopy of Right Kidney, Ureter and Bladder using Other Contrast"
PROCEDURE//ICD//10//0T768DZ,"Dilation of Right Ureter with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
PROCEDURE//ICD//10//0TJB8ZZ,"Inspection of Bladder, Via Natural or Artificial Opening Endoscopic"
MEDICATION//Cepastat (Phenol) Lozenge//Administered,
MEDICATION//Calcium Carbonate//Not Given,
MEDICATION//Propofol//Started,
MEDICATION//PHENYLEPHrine//Started,
MEDICATION//Piperacillin-Tazobactam//Administered,
MEDICATION//Vancomycin//Administered,
LAB//228518//UNK,
LAB//228803//UNK,
LAB//228610//cm,
LAB//228753//UNK,
MEDICATION//START//Micafungin,
INFUSION_START//225885,micafungin Injection
INFUSION_END//225885,micafungin Injection
INFUSION_START//225909,lansoprazole Injectable Solution [Prevacid]
INFUSION_END//225909,lansoprazole Injectable Solution [Prevacid]
LAB//228763//UNK,
MEDICATION//STOP//Micafungin,
LAB//228911//UNK,
LAB//228914//UNK,
LAB//229093//UNK,
LAB//229092//UNK,
LAB//228773//UNK,
LAB//51259//%,Leukocytes other/100 leukocytes in Blood
INFUSION_START//225869,"fluconazole Injection
fluconazole Oral Solution"
INFUSION_END//225869,"fluconazole Injection
fluconazole Oral Solution"
PROCEDURE//ICD//10//3E0G76Z,"Introduction of Nutritional Substance into Upper GI, Via Natural or Artificial Opening"
INFUSION_START//229013,
INFUSION_END//229013,
MEDICATION//Docusate Sodium (Liquid)//Administered,
MEDICATION//Phytonadione//Hold Dose,
MEDICATION//Multivitamins W/minerals//Administered,
MEDICATION//Lansoprazole Oral Disintegrating Tab//Administered,
MEDICATION//Piperacillin-Tazobactam//Hold Dose,
MEDICATION//Metoprolol Tartrate//Hold Dose,
MEDICATION//Diltiazem//Hold Dose,
MEDICATION//Phytonadione//Delayed Administered,
MEDICATION//Piperacillin-Tazobactam//Delayed Administered,
MEDICATION//Heparin//Hold Dose,
MEDICATION//Heparin//Delayed Administered,
PROCEDURE//ICD//10//0BH17EZ,"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening"
MEDICATION//UNK//Not Started,
MEDICATION//Calcium Carbonate//Hold Dose,
MEDICATION//Acetaminophen IV//Hold Dose,
LAB//52036//UNK,Voided Specimen
TRANSFER_TO//transfer//Coronary Care Unit (CCU),
PROCEDURE//START//224385,Insertion of endotracheal tube
PROCEDURE//END//224385,Insertion of endotracheal tube
PROCEDURE//ICD//10//0W9930Z,"Drainage of Right Pleural Cavity with Drainage Device, Percutaneous Approach"
LAB//51148//%,Blasts/100 leukocytes in Blood
LAB//51510//UNK,
INFUSION_START//229069,digoxin Injection [Lanoxin]
INFUSION_END//229069,digoxin Injection [Lanoxin]
LAB//51051//mg/dL,Cholesterol [Mass/volume] in Pleural fluid
LAB//51056//UNK,"Miscellaneous, Pleural"
LAB//50831//units,pH of Body fluid
LAB//224563//cm,
LAB//50917//ng/mL,Digoxin [Mass/volume] in Serum or Plasma
LAB//227440//ng/mL,
PROCEDURE//ICD//10//B548ZZA,"Ultrasonography of Superior Vena Cava, Guidance"
PROCEDURE//ICD//10//02HV33Z,"Insertion of Infusion Device into Superior Vena Cava, Percutaneous Approach"
LAB//224006//UNK,
SUBJECT_FLUID_OUTPUT//227511//ml,
LAB//228783//UNK,
MEDICATION//START//Metolazone,
MEDICATION//STOP//Psyllium Powder,
MEDICATION//START//Chlorothiazide,
MEDICATION//STOP//Metolazone,
MEDICATION//STOP//Chlorothiazide,
MEDICATION//STOP//Escitalopram Oxalate,
MEDICATION//STOP//Cepastat (Phenol) Lozenge,
LAB//228834//UNK,
LAB//228754//UNK,
LAB//228844//UNK,
LAB//228507//UNK,
LAB//228774//UNK,
LAB//228814//UNK,
LAB//228734//UNK,
LAB//228550//UNK,
LAB//228744//UNK,
LAB//228764//UNK,
LAB//228540//UNK,
LAB//228784//UNK,
LAB//227686//%,
LAB//51257//%,Nucleated erythrocytes/100 leukocytes [Ratio] in Blood by Automated count
LAB//228804//UNK,
MEDICATION//START//Hydrocortisone Na Succ.,
MEDICATION//STOP//Hydrocortisone Na Succ.,
LAB//229105//UNK,
LAB//228962//UNK,
LAB//229104//UNK,
LAB//228966//UNK,
LAB//228971//UNK,
MEDICATION//START//Midazolam,
MEDICATION//STOP//Midazolam,
LAB//229347//UNK,
LAB//229344//UNK,
LAB//229349//UNK,
LAB//229350//UNK,
MEDICATION//START//Belladonna & Opium (16.2/30mg),
MEDICATION//STOP//Belladonna & Opium (16.2/30mg),
LAB//229154//UNK,
LAB//229155//UNK,
LAB//229152//UNK,
LAB//229150//UNK,
HOSPITAL_DISCHARGE//DIED,
DIAGNOSIS//ICD//10//E669,"Obesity, unspecified"
DIAGNOSIS//ICD//10//R6521,Severe sepsis with septic shock
DIAGNOSIS//ICD//10//B3749,Other urogenital candidiasis
DIAGNOSIS//ICD//10//G9340,"Encephalopathy, unspecified"
DIAGNOSIS//ICD//10//C211,Malignant neoplasm of anal canal
DIAGNOSIS//ICD//10//M179,"Osteoarthritis of knee, unspecified"
DIAGNOSIS//ICD//10//I5032,Chronic diastolic (congestive) heart failure
DIAGNOSIS//ICD//10//B9562,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere
DIAGNOSIS//ICD//10//Z6838,"Body mass index (BMI) 38.0-38.9, adult"
DIAGNOSIS//ICD//10//K311,Adult hypertrophic pyloric stenosis
DIAGNOSIS//ICD//10//E8809,"Other disorders of plasma-protein metabolism, not elsewhere classified"
DIAGNOSIS//ICD//10//J910,Malignant pleural effusion
DIAGNOSIS//ICD//10//T814XXA,"Infection following a procedure, initial encounter"
DIAGNOSIS//ICD//10//I129,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
DIAGNOSIS//ICD//10//T8359XA,"Infection and inflammatory reaction due to prosthetic device, implant and graft in urinary system, initial encounter"
DIAGNOSIS//ICD//10//C7889,Secondary malignant neoplasm of other digestive organs
DIAGNOSIS//ICD//10//N183,"Chronic kidney disease, stage 3 (moderate)"
DIAGNOSIS//ICD//10//Z433,Encounter for attention to colostomy
DIAGNOSIS//ICD//10//E46,Unspecified protein-calorie malnutrition
DIAGNOSIS//ICD//10//Z515,Encounter for palliative care
DIAGNOSIS//ICD//10//A419,"Sepsis, unspecified organism"
DIAGNOSIS//ICD//10//I482,Chronic atrial fibrillation
DIAGNOSIS//ICD//10//B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere
DIAGNOSIS//ICD//10//C786,Secondary malignant neoplasm of retroperitoneum and peritoneum
DIAGNOSIS//ICD//10//C9000,Multiple myeloma not having achieved remission
DIAGNOSIS//ICD//10//Q620,Congenital hydronephrosis
DIAGNOSIS//ICD//10//J9601,Acute respiratory failure with hypoxia
DIAGNOSIS//ICD//10//K5660,Unspecified intestinal obstruction
DIAGNOSIS//ICD//10//N12,"Tubulo-interstitial nephritis, not specified as acute or chronic"
DIAGNOSIS//ICD//10//Y848,"Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure"
DIAGNOSIS//ICD//10//T8131XA,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
DIAGNOSIS//ICD//10//D62,Acute posthemorrhagic anemia
DRG//HCFA//987//NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,
LAB//50908//%,Creatine kinase.MB/Creatine kinase.total [Ratio] in Serum or Plasma
LAB//51007//mg/dL,Urate [Mass/volume] in Serum or Plasma
LAB//50823//UNK,Inhaled oxygen concentration
LAB//50801//mm Hg,Alveolar-arterial oxygen Partial pressure difference
LAB//227627//°C,
LAB//227632//°C,
LAB//227634//°C,
LAB//224106//UNK,
LAB//227630//UNK,
LAB//227628//°C,
LAB//227631//UNK,
LAB//225052//UNK,
INFUSION_START//220995,sodium bicarbonate 84 MG/ML Injection
INFUSION_START//221289,epinephrine Injection
INFUSION_END//221289,epinephrine Injection
MEDICATION//START//Heparin (CRRT Machine Priming),
MEDICATION//START//Citrate Dextrose 3% (ACD-A) CRRT,
MEDICATION//START//Neomycin-Polymyxin-Bacitracin,
MEDICATION//START//EPINEPHrine,
INFUSION_END//220995,sodium bicarbonate 84 MG/ML Injection
LAB//228318//UNK,
MEDICATION//START//Doxycycline Hyclate,
INFUSION_START//225865,doxycycline Injection
INFUSION_END//225865,doxycycline Injection
LAB//224643//mmHg,
LAB//224167//mmHg,
LAB//227242//mmHg,
LAB//227243//mmHg,
INFUSION_START//221668,midazolam Injectable Solution [Versed]
INFUSION_END//221668,midazolam Injectable Solution [Versed]
LAB//225695//mg/dL,
LAB//227455//ug/mL,
SUBJECT_FLUID_OUTPUT//226576//ml,
MEDICATION//START//Desmopressin Acetate,
MEDICATION//START//Rocuronium,
MEDICATION//STOP//Rocuronium,
LAB//227124//UNK,
LAB//224406//mL,
LAB//225323//UNK,
LAB//227357//UNK,
LAB//226118//UNK,
LAB//227753//UNK,
LAB//224404//mL,
PROCEDURE//START//224270,"Insertion of cannula for hemodialysis, vein to vein"
MEDICATION//START//Heparin Flush (1000 units/mL),
LAB//225309//mmHg,
LAB//225312//mmHg,
LAB//225310//mmHg,
PROCEDURE//ICD//9//5187,Endoscopic insertion of stent (tube) into bile duct
PROCEDURE//ICD//9//3995,Hemodialysis
LAB//225977//UNK,
LAB//225183//mL,
LAB//224146//UNK,
LAB//224152//mmHg,
LAB//225976//UNK,
LAB//228005//ml/hr,
LAB//224150//mmHg,
LAB//224154//ml/hr,
LAB//224191//mL,
LAB//224149//mmHg,
LAB//226457//mL,
LAB//224144//ml/min,
LAB//229248//mmHg,
LAB//227290//UNK,
LAB//228006//ml/hr,
LAB//229247//mmHg,
LAB//224151//mmHg,
LAB//224145//units,
LAB//224153//ml/hr,
LAB//228004//ml/hr,
PROCEDURE//START//225802,Continuous renal replacement therapy
INFUSION_START//227525,calcium gluconate Injection
INFUSION_START//227526,sodium citrate Injectable Solution
INFUSION_START//227529,Citric Acid 0.038 MEQ/ML / Glucose 24.5 MG/ML / sodium citrate 0.0748 MEQ/ML Injectable Solution
INFUSION_START//227536,potassium chloride Injection
INFUSION_END//227536,potassium chloride Injection
LAB//225729//UNK,
INFUSION_END//227525,calcium gluconate Injection
INFUSION_END//227526,sodium citrate Injectable Solution
INFUSION_END//227529,Citric Acid 0.038 MEQ/ML / Glucose 24.5 MG/ML / sodium citrate 0.0748 MEQ/ML Injectable Solution
MEDICATION//STOP//Doxycycline Hyclate,
MEDICATION//START//Tobramycin,
MEDICATION//STOP//Desmopressin Acetate,
INFUSION_START//225902,tobramycin Injection
INFUSION_END//225902,tobramycin Injection
PROCEDURE//START//225451,Microbial culture of sputum
PROCEDURE//END//225451,Microbial culture of sputum
LAB//227454//ug/mL,
PROCEDURE//START//227550,Endoscopic retrograde cholangiopancreatography
PROCEDURE//END//227550,Endoscopic retrograde cholangiopancreatography
LAB//225725//UNK,
LAB//224121//UNK,
MEDICATION//STOP//Tobramycin,
